1.0000	3.0003
2.0000	5.0019
3.0000	7.0032
4.0000	9.0065
5.0000	11.0052
6.0000	13.0051
7.0000	15.0087
8.0000	17.0061
9.0000	19.0089
10.0000	21.0006
11.0000	23.0047
12.0000	25.0093
13.0000	27.0022
14.0000	29.0062
15.0000	31.0014
16.0000	33.0028
17.0000	35.0008
18.0000	37.0017
19.0000	39.0013
20.0000	41.0012
21.0000	43.0005
22.0000	45.0066
23.0000	47.0033
24.0000	49.0057
25.0000	51.0017
26.0000	53.0047
27.0000	55.0071
28.0000	57.0004
29.0000	59.0056
30.0000	61.0016
31.0000	63.0097
32.0000	65.0055
33.0000	67.0083
34.0000	69.0013
35.0000	71.0039
36.0000	73.0011
37.0000	75.0073
38.0000	77.0071
39.0000	79.0060
40.0000	81.0008
41.0000	83.0060
42.0000	85.0028
43.0000	87.0034
44.0000	89.0023
45.0000	91.0085
46.0000	93.0078
47.0000	95.0022
48.0000	97.0062
49.0000	99.0045
50.0000	101.0037
51.0000	103.0035
52.0000	105.0058
53.0000	107.0076
54.0000	109.0008
55.0000	111.0073
56.0000	113.0005
57.0000	115.0048
58.0000	117.0091
59.0000	119.0049
60.0000	121.0065
61.0000	123.0029
62.0000	125.0053
63.0000	127.0043
64.0000	129.0052
65.0000	131.0051
66.0000	133.0063
67.0000	135.0056
68.0000	137.0086
69.0000	139.0043
70.0000	141.0015
71.0000	143.0021
72.0000	145.0015
73.0000	147.0061
74.0000	149.0076
75.0000	151.0097
76.0000	153.0002
77.0000	155.0032
78.0000	157.0056
79.0000	159.0015
80.0000	161.0029
81.0000	163.0079
82.0000	165.0039
83.0000	167.0012
84.0000	169.0091
85.0000	171.0026
86.0000	173.0004
87.0000	175.0095
88.0000	177.0033
89.0000	179.0040
90.0000	181.0090
91.0000	183.0046
92.0000	185.0087
93.0000	187.0096
94.0000	189.0050
95.0000	191.0023
96.0000	193.0043
97.0000	195.0040
98.0000	197.0054
99.0000	199.0077
100.0000	201.0084
101.0000	203.0037
102.0000	205.0068
103.0000	207.0060
104.0000	209.0065
105.0000	211.0005
106.0000	213.0030
107.0000	215.0018
108.0000	217.0042
109.0000	219.0014
110.0000	221.0006
111.0000	223.0008
112.0000	225.0019
113.0000	227.0004
114.0000	229.0036
115.0000	231.0076
116.0000	233.0030
117.0000	235.0019
118.0000	237.0076
119.0000	239.0051
120.0000	241.0084
121.0000	243.0060
122.0000	245.0097
123.0000	247.0015
124.0000	249.0071
125.0000	251.0032
126.0000	253.0071
127.0000	255.0041
128.0000	257.0042
129.0000	259.0085
130.0000	261.0065
131.0000	263.0052
132.0000	265.0064
133.0000	267.0016
134.0000	269.0001
135.0000	271.0061
136.0000	273.0049
137.0000	275.0039
138.0000	277.0018
139.0000	279.0051
140.0000	281.0062
141.0000	283.0053
142.0000	285.0059
143.0000	287.0063
144.0000	289.0096
145.0000	291.0041
146.0000	293.0005
147.0000	295.0075
148.0000	297.0061
149.0000	299.0018
150.0000	301.0006
151.0000	303.0085
152.0000	305.0036
153.0000	307.0034
154.0000	309.0048
155.0000	311.0097
156.0000	313.0078
157.0000	315.0021
158.0000	317.0091
159.0000	319.0025
160.0000	321.0064
161.0000	323.0080
162.0000	325.0067
163.0000	327.0049
164.0000	329.0061
165.0000	331.0043
166.0000	333.0025
167.0000	335.0007
168.0000	337.0018
169.0000	339.0094
170.0000	341.0072
171.0000	343.0098
172.0000	345.0040
173.0000	347.0049
174.0000	349.0021
175.0000	351.0021
176.0000	353.0039
177.0000	355.0049
178.0000	357.0004
179.0000	359.0038
180.0000	361.0013
181.0000	363.0061
182.0000	365.0017
183.0000	367.0060
184.0000	369.0011
185.0000	371.0004
186.0000	373.0022
187.0000	375.0056
188.0000	377.0057
189.0000	379.0071
190.0000	381.0069
191.0000	383.0061
192.0000	385.0098
193.0000	387.0006
194.0000	389.0060
195.0000	391.0071
196.0000	393.0049
197.0000	395.0037
198.0000	397.0049
199.0000	399.0089
200.0000	401.0098
