1.0	3.1
2.0	5.1
3.0	7.2
4.0	9.2
5.0	11.2
6.0	13.2
7.0	15.3
8.0	17.3
9.0	19.3
10.0	21.3
11.0	23.3
12.0	25.3
13.0	27.4
14.0	29.4
15.0	31.4
16.0	33.4
17.0	35.4
18.0	37.4
19.0	39.4
20.0	41.4
21.0	43.5
22.0	45.5
23.0	47.5
24.0	49.5
25.0	51.5
26.0	53.5
27.0	55.5
28.0	57.5
29.0	59.5
30.0	61.5
31.0	63.6
32.0	65.6
33.0	67.6
34.0	69.6
35.0	71.6
36.0	73.6
37.0	75.6
38.0	77.6
39.0	79.6
40.0	81.6
41.0	83.6
42.0	85.6
43.0	87.7
44.0	89.7
45.0	91.7
46.0	93.7
47.0	95.7
48.0	97.7
49.0	99.7
50.0	101.7
51.0	103.7
52.0	105.7
53.0	107.7
54.0	109.7
55.0	111.7
56.0	113.7
57.0	115.8
58.0	117.8
59.0	119.8
60.0	121.8
61.0	123.8
62.0	125.8
63.0	127.8
64.0	129.8
65.0	131.8
66.0	133.8
67.0	135.8
68.0	137.8
69.0	139.8
70.0	141.8
71.0	143.8
72.0	145.8
73.0	147.9
74.0	149.9
75.0	151.9
76.0	153.9
77.0	155.9
78.0	157.9
79.0	159.9
80.0	161.9
81.0	163.9
82.0	165.9
83.0	167.9
84.0	169.9
85.0	171.9
86.0	173.9
87.0	175.9
88.0	177.9
89.0	179.9
90.0	181.9
91.0	184.0
92.0	186.0
93.0	188.0
94.0	190.0
95.0	192.0
96.0	194.0
97.0	196.0
98.0	198.0
99.0	200.0
100.0	202.0
101.0	204.0
102.0	206.0
103.0	208.0
104.0	210.0
105.0	212.0
106.0	214.0
107.0	216.0
108.0	218.0
109.0	220.0
110.0	222.0
111.0	224.1
112.0	226.1
113.0	228.1
114.0	230.1
115.0	232.1
116.0	234.1
117.0	236.1
118.0	238.1
119.0	240.1
120.0	242.1
121.0	244.1
122.0	246.1
123.0	248.1
124.0	250.1
125.0	252.1
126.0	254.1
127.0	256.1
128.0	258.1
129.0	260.1
130.0	262.1
131.0	264.1
132.0	266.1
133.0	268.2
134.0	270.2
135.0	272.2
136.0	274.2
137.0	276.2
138.0	278.2
139.0	280.2
140.0	282.2
141.0	284.2
142.0	286.2
143.0	288.2
144.0	290.2
145.0	292.2
146.0	294.2
147.0	296.2
148.0	298.2
149.0	300.2
150.0	302.2
151.0	304.2
152.0	306.2
153.0	308.2
154.0	310.2
155.0	312.2
156.0	314.2
157.0	316.3
158.0	318.3
159.0	320.3
160.0	322.3
161.0	324.3
162.0	326.3
163.0	328.3
164.0	330.3
165.0	332.3
166.0	334.3
167.0	336.3
168.0	338.3
169.0	340.3
170.0	342.3
171.0	344.3
172.0	346.3
173.0	348.3
174.0	350.3
175.0	352.3
176.0	354.3
177.0	356.3
178.0	358.3
179.0	360.3
180.0	362.3
181.0	364.3
182.0	366.3
183.0	368.4
184.0	370.4
185.0	372.4
186.0	374.4
187.0	376.4
188.0	378.4
189.0	380.4
190.0	382.4
191.0	384.4
192.0	386.4
193.0	388.4
194.0	390.4
195.0	392.4
196.0	394.4
197.0	396.4
198.0	398.4
199.0	400.4
200.0	402.4
